# Gridlock wordlist — WORD<TAB>score<TAB>clue|clue|...
# See PLAN.md 3.1. Lint with: python -m gridlock validate-words

PROSE	72	Ordinary writing
PROUD	80	Pleased with oneself
PROVE	78	Show to be true
PRUNE	74	Dried plum|Trim a shrub
PULSE	76	Heartbeat
PUNCH	76	Fist blow|Party drink
PUPIL	76	Student|Eye opening
PUPPY	82	Young dog
PURSE	78	Handbag
QUACK	74	Duck's call
QUAIL	72	Small game bird
QUAKE	74	Ground tremble
QUART	72	Two pints
QUEEN	82	Royal woman
QUERY	74	Question
QUEST	76	Long search
QUEUE	74	Waiting line
QUICK	82	Fast
QUIET	82	Making no sound
QUILT	78	Patchwork blanket
QUIRK	74	Odd habit
QUITE	76	Rather
QUOTE	78	Cite words
RADAR	78	Blip detector
RADIO	82	Airwave receiver
RAINY	78	Wet, as weather
RALLY	74	Gather support
RANCH	78	Cattle spread
RANGE	76	Spread from low to high
RAPID	76	Very fast
RATIO	74	Proportion
RAVEN	76	Black bird of poetry
REACH	80	Stretch toward
REACT	76	Respond
READY	82	All set
REALM	72	Kingdom
REBEL	74	One who resists
RECAP	72	Quick summary
REGAL	72	Fit for a king
REIGN	72	Rule as monarch
RELAX	82	Unwind
RELAY	74	Team race
RENEW	74	Extend a subscription
REPAY	74	Pay back
REPLY	80	Answer
RESET	74	Start over
RHINO	76	Horned heavyweight
RHYME	78	Poet's chime
RIDER	74	One on horseback
RIDGE	74	Mountain crest
RIFLE	72	Long gun
RIGHT	82	Correct|Not left
RIGID	74	Stiff
RINSE	76	Wash out
RISKY	76	Not safe
RIVAL	76	Competitor
RIVER	84	Flowing water
ROAST	78	Oven cook
ROBIN	78	Red-breasted bird
ROBOT	82	Mechanical worker
ROCKY	76	Full of stones
RODEO	76	Bull riding show
ROGUE	72	Scoundrel
ROOST	72	Hen's perch
ROTOR	70	Helicopter blade
ROUGH	78	Not smooth
ROUND	80	Circular
ROUTE	80	Path from A to B
ROYAL	80	Fit for a crown
RUGBY	74	Scrum sport
RULER	78	Measuring stick|Monarch
RUMOR	76	Unverified talk
RURAL	76	Of the countryside
RUSTY	74	Corroded|Out of practice
SALAD	82	Bowl of greens
SALON	74	Hair studio
SALSA	78	Chip dip|Latin dance
SALTY	76	Like the sea
SANDY	76	Full of grit
SATIN	74	Glossy fabric
SAUCE	80	Pasta topping
SAUNA	76	Steam room
SAVOR	72	Enjoy slowly
SCALE	78	Weight measurer|Fish covering
SCARE	78	Give a fright
SCARF	78	Neck warmer
SCENE	78	Movie segment
SCENT	78	Perfume smell
SCOLD	72	Tell off
SCONE	74	Tea time bake
SCOOP	76	Ice cream serving
SCOPE	74	Extent
SCORE	80	Game tally
SCOUT	76	Advance explorer
SCRAP	76	Small leftover bit
SCREW	76	Threaded fastener
SCRUB	76	Clean hard
SEDAN	74	Four-door car
SEIZE	72	Grab suddenly
SENSE	78	Sight or smell
SERVE	80	Bring food to
SEVEN	82	Lucky number
SHACK	72	Rough hut
SHADE	80	Out of the sun
SHADY	74	Full of shadow
SHAFT	72	Mine passage
SHAKE	80	Wobble|Thick drink
SHAKY	74	Unsteady
SHAME	76	Deep embarrassment
SHAPE	80	Circle or square
SHARE	82	Divide among
SHARK	80	Ocean predator
SHARP	80	Keen edged
SHAVE	76	Use a razor
SHAWL	72	Shoulder wrap
SHEEP	80	Wool provider
SHEER	72	Very thin, as fabric
SHEET	80	Bed linen|Paper piece
SHELF	78	Wall board
SHELL	80	Beach find
SHIFT	76	Work stretch|Move over
SHINE	80	Gleam
SHINY	80	Bright and glossy
SHIRT	82	Buttoned top
SHOCK	78	Sudden jolt
SHOOT	76	Fire away|Plant sprout
SHORE	78	Water's edge
SHORT	82	Not tall
SHOUT	80	Yell out
SHOVE	74	Push roughly
SHRUB	76	Small bush
SHRUG	74	Shoulder gesture
SIGHT	80	Vision
SILKY	74	Smooth to the touch
SILLY	80	Goofy
SINCE	76	From then on
SIREN	76	Wailing alarm
SIXTH	74	After fifth
SIXTY	76	Minutes in an hour
SKATE	80	Roll on wheels or blades
SKILL	80	Learned ability
SKIRT	78	Below-the-waist wear
SKULL	76	Head bones
SKUNK	76	Striped stinker
SLACK	72	Not taut
SLANT	72	Diagonal lean
SLATE	74	Roofing rock
SLEEK	74	Smooth and glossy
SLEEP	84	Nightly rest
SLEET	72	Icy rain
SLICE	80	Cut a piece
SLICK	74	Slippery
SLIDE	80	Playground chute
SLIME	72	Gooey mess
SLOPE	78	Hillside
SLOTH	76	Slow tree hanger
SMALL	82	Little
SMART	82	Clever
SMASH	76	Break to bits
SMELL	80	Detect by nose
SMILE	84	Happy expression
SMIRK	72	Smug grin
SMOKE	80	Chimney output
SNACK	82	Bite between meals
SNAIL	80	Shelled crawler
SNAKE	82	Slithering reptile
SNARE	72	Trap|Drum type
SNEAK	76	Move quietly
SNIFF	74	Take a whiff
SNORE	76	Sleeper's sound
SNOUT	72	Pig's nose
SNOWY	76	Blanketed in white
SOBER	74	Not tipsy
SOGGY	74	Waterlogged
SOLAR	80	Of the sun
SOLID	80	Not liquid
SOLVE	80	Find the answer
SOUND	80	What we hear
SOUTH	82	Compass point
SPACE	84	Final frontier
SPADE	74	Digging tool|Card suit
SPARE	76	Extra|Bowling feat
SPARK	78	Tiny flash
SPEAK	80	Talk
SPEAR	74	Thrown weapon
SPEED	82	Rate of travel
SPELL	78	Write the letters of
SPEND	80	Lay out money
SPICE	80	Cinnamon or clove
SPICY	80	Hot to the tongue
SPIKE	74	Sharp point
SPILL	78	Knock over a drink
SPINE	76	Backbone
SPIRE	72	Church top
SPLIT	78	Divide
SPOIL	74	Go bad
SPOKE	76	Wheel rod|Talked
SPOOL	72	Thread holder
SPOON	80	Soup utensil
SPORT	82	Athletic game
SPRAY	78	Fine mist
SQUAD	76	Small team
STACK	76	Neat pile
STAFF	76	Employees
STAGE	80	Theater platform
STAIN	76	Spilled mark
STAIR	78	Step up
STAKE	72	Ground spike
STALE	74	No longer fresh
STALK	72	Plant stem|Follow closely
STAMP	78	Envelope sticker
STAND	80	Get on your feet
STARE	78	Look fixedly
START	82	Begin
STATE	80	Nation's part
STEAK	80	Grilled cut
STEAL	78	Take unlawfully
STEAM	80	Kettle vapor
STEEL	78	Strong alloy
STEEP	76	Very sloped
STEER	74	Guide a car
STERN	72	Strict|Boat's back
STICK	80	Twig
STIFF	74	Not bending
STILL	78	Motionless
STING	76	Bee's jab
STOCK	76	Shares|Broth
STONE	80	Rock
STOOD	76	Was upright
STOOL	76	Backless seat
STORE	82	Shop
STORK	74	Long-legged deliverer of lore
STORM	82	Thunder and rain
STORY	82	Tale
STOUT	72	Sturdy|Dark brew
STOVE	80	Kitchen range
STRAP	76	Binding band
STRAW	78	Sipping tube
STRAY	74	Wandering pet
STRIP	74	Long narrow piece
STUCK	78	Unable to move
STUDY	82	Hit the books
STUFF	78	Things
STUMP	72	Tree remnant
STUNT	74	Daring feat
STYLE	80	Fashion sense
SUGAR	82	Sweetener
SUITE	74	Hotel rooms set
SUNNY	82	Cloudless
SUPER	80	Excellent
SURGE	74	Sudden rush
SUSHI	78	Rolled rice dish
SWAMP	76	Boggy wetland
SWARM	74	Bee cloud
SWEAT	78	Workout moisture
SWEEP	76	Use a broom
SWEET	82	Sugary
SWEPT	74	Cleaned the floor
SWIFT	76	Very quick
SWING	80	Playground seat
SWIRL	74	Spiral motion
SWORD	78	Knight's blade
SYRUP	78	Pancake topping
TABLE	84	Dining furniture
TACKY	72	In poor taste|Sticky
TALLY	74	Running count
TALON	72	Eagle's claw
TANGO	76	Ballroom dance
TASTE	80	Flavor sense
TASTY	80	Delicious
TAUNT	72	Mock aloud
TEACH	82	Instruct
TEASE	76	Kid around with
TEETH	80	Dentist's concern
TEMPO	74	Music's pace
TENSE	76	Strung tight
TENTH	74	After ninth
THANK	80	Express gratitude
THEFT	74	Stealing
THEIR	76	Belonging to them
THEME	78	Central idea
THERE	78	At that place
THICK	80	Not thin
THIEF	76	One who steals
THIGH	76	Upper leg
THING	78	Object
THINK	82	Use your head
THIRD	78	After second
THORN	76	Rose's prickle
THREE	82	Trio count
THREW	76	Tossed
THROW	80	Toss
THUMB	80	Hand's stubby digit
TIGER	82	Striped big cat
TIGHT	80	Snug
TIMER	76	Countdown device
TIMID	74	Shy
TIRED	80	Sleepy
TITLE	80	Book's name
TOAST	80	Browned bread|Raise a glass
TODAY	82	This very day
TOKEN	74	Arcade coin
TONIC	72	Gin's partner
TOOTH	80	Molar or incisor
TOPIC	78	Subject
TORCH	76	Handheld flame
TORSO	72	Body's trunk
TOTAL	80	Sum
TOUCH	80	Feel with fingers
TOUGH	80	Hard to chew
TOWEL	80	Bath drier
TOWER	80	Tall structure
TOXIC	76	Poisonous
TRACE	74	Follow the outline of
TRACK	80	Runner's oval
TRADE	80	Swap
TRAIL	78	Hiking path
TRAIN	82	Rail transport
TRAIT	74	Character feature
TRASH	78	Garbage
TREAT	80	Something special
TREND	76	Current fashion
TRIAL	76	Court case|Test run
TRIBE	74	Related group
TRICK	78	Sly move
TRIED	76	Attempted
TROOP	72	Scout group
TROUT	76	Stream fish
TRUCK	82	Big rig
TRULY	78	Sincerely
TRUNK	78	Elephant's nose|Car storage
TRUST	80	Rely on
TRUTH	80	What is real
TULIP	80	Dutch bloom
TUNIC	70	Long loose top
TUTOR	76	Private teacher
TWEET	76	Bird's chirp
TWICE	78	Two times
TWIST	78	Turn sharply
ULCER	70	Stomach sore
ULTRA	72	Beyond the usual
UNCLE	80	Aunt's spouse
UNDER	80	Below
UNFIT	72	Not in shape
UNION	76	Workers' group
UNITE	76	Bring together
UNITY	74	Oneness
UNTIE	74	Loosen a knot
UNTIL	78	Up to the time of
UPPER	76	Higher
UPSET	78	Distressed|Surprise win
URBAN	76	Of the city
USAGE	72	How it is used
USHER	74	Theater guide
USUAL	78	Customary
UTTER	72	Complete|Say aloud
VAGUE	74	Not clear
VALID	76	Legally sound
VALUE	80	Worth
VALVE	72	Flow controller
VAPOR	74	Mist
VAULT	74	Bank room|Leap over
VEGAN	76	Plant-only eater
VENOM	74	Snake's poison
VENUE	74	Event location
VERSE	76	Poetry stanza
VIDEO	80	Moving pictures
VIGOR	72	Great energy
VILLA	72	Vacation house
VINYL	76	Record material
VIOLA	72	Violin's larger cousin
VIPER	74	Venomous snake
VIRUS	76	Tiny infector
VISIT	80	Drop in on
VISOR	74	Cap's shade
VISTA	74	Sweeping view
VITAL	76	Essential
VIVID	76	Bright and clear
VOCAL	74	Of the voice
VOICE	82	Speaking sound
VOTER	76	Ballot caster
VOWEL	76	A, E, I, O or U
WACKY	74	Zany
WAFER	72	Thin cookie
WAGER	74	Bet
WAGON	78	Pulled cart
WAIST	76	Belt line
WALTZ	76	Ballroom three-step
WASTE	78	Squander
WATCH	82	Wrist timepiece|Observe
WATER	84	What fills a lake
WEARY	76	Very tired
WEAVE	74	Work a loom
WEDGE	74	Doorstop shape
WEIGH	76	Put on a scale
WEIRD	78	Strange
WHALE	82	Ocean giant
WHARF	70	Dock
WHEAT	78	Bread grain
WHEEL	82	Round roller
WHERE	78	In what place
WHICH	76	What one
WHILE	76	During
WHINE	72	Complain in a high voice
WHIRL	72	Spin around
WHISK	74	Egg beater
WHITE	84	Snow color
WHOLE	80	Entire
WHOSE	74	Belonging to whom
WIDEN	72	Make broader
WIDOW	72	One who lost a spouse
WIDTH	76	How wide it is
WINCE	72	Flinch in pain
WINDY	78	Blustery
WITCH	78	Halloween flier
WITTY	76	Cleverly funny
WOMAN	82	Grown female
WOMEN	78	Grown females
WOODY	72	Full of trees
WORDY	72	Too long-winded
WORLD	84	The whole globe
WORRY	80	Fret
WORSE	78	Less good
WORST	78	Least good
WORTH	78	Value
WOULD	76	Might, in the past
WOUND	74	Injury
WOVEN	72	Made on a loom
WRECK	74	Crashed remains
WRIST	78	Hand's hinge
WRITE	82	Put down on paper
WRONG	80	Incorrect
WROTE	76	Put on paper
YACHT	78	Luxury boat
YEARN	72	Long for
YEAST	74	Bread riser
YIELD	76	Give way
YOUNG	82	Not old
YOUTH	78	Early years
ZEBRA	80	Striped grazer
ZESTY	74	Full of tang
